iter	RMSE
376	1.242585687
377	1.236509094
378	1.231282764
379	1.226200589
380	1.224572425
381	1.220684062
382	1.215634339
383	1.210669125
384	1.208014902
385	1.204223057
386	1.200585861
387	1.195207284
388	1.194845885
389	1.190716449
390	1.18556136
391	1.180060235
392	1.177198807
393	1.172208555
394	1.166914594
395	1.163173835
396	1.160738169
397	1.157619912
398	1.154641118
399	1.15171972
400	1.150485121
401	1.146592371
402	1.140823606
403	1.137574703
404	1.134267785
405	1.131172328
406	1.127450214
407	1.121381796
408	1.117173264
409	1.112375301
410	1.108393324
411	1.105365267
412	1.102905425
413	1.100030548
414	1.099771863
415	1.097134801
416	1.094065104
417	1.09054908
418	1.086536165
419	1.083999282
420	1.080791664
421	1.077145367
422	1.073971164
423	1.072931868
424	1.071259615
425	1.066019158
426	1.06193064
427	1.058653927
428	1.055754475
429	1.052574818
430	1.047590587
431	1.044833799
432	1.042968811
433	1.040657177
434	1.038673824
435	1.037097767
436	1.036537386
437	1.034730485
438	1.030581061
439	1.028050396
440	1.025299644
441	1.021922147
442	1.019495833
443	1.016506287
444	1.014094329
445	1.010367331
446	1.009226175
447	1.006748434
448	1.002907839
449	0.9998528567
450	0.9971836664
451	0.9925106753
452	0.9897222562
453	0.9881396635
454	0.9859923993
455	0.9817717842
456	0.979406013
457	0.9756637947
458	0.9729282172
459	0.969558625
460	0.9674147136
461	0.9652005855
462	0.962221996
463	0.9572266019
464	0.9544886119
465	0.9540683541
466	0.9513235225
467	0.9486111942
468	0.9463988981
469	0.9440810979
470	0.940543399
471	0.9387589932
472	0.9352372745
473	0.9317573343
474	0.9302558609
475	0.928082836
476	0.9258893761
477	0.9224954221
478	0.9185205438
479	0.9155551801
480	0.91405822
481	0.9124783986
482	0.9098502545
483	0.9073180559
484	0.9053642834
485	0.902298085
486	0.9002802126
487	0.8980288858
488	0.8960566718
489	0.8942954117
490	0.8917152746
491	0.8889376912
492	0.8857087585
493	0.8812893026
494	0.8799257836
495	0.877540583
496	0.8757830219
497	0.8727120021
498	0.870836521
499	0.8674779284
500	0.8642434805
501	0.8625414533
502	0.8606686115
503	0.8589995383
504	0.8573135375
505	0.8551274458
506	0.8531961545
507	0.8502567178
508	0.8481617818
509	0.8445650694
510	0.8418705593
511	0.8393779378
512	0.8376283333
513	0.8360899969
514	0.8331350533
515	0.831764184
516	0.8297144799
517	0.8279625852
518	0.8264828474
519	0.8242233235
520	0.8217043911
521	0.8196525748
522	0.8178088811
523	0.8167299993
524	0.8146141746
525	0.8128615643
526	0.8104169763
527	0.8064278779
528	0.8047737761
529	0.8032403458
530	0.8018338047
531	0.8005351783
532	0.798729004
533	0.7961428709
534	0.7949069301
535	0.7922215555
536	0.7911345154
537	0.788510692
538	0.7865592301
539	0.7846792121
540	0.783581302
541	0.7815255551
542	0.7804882124
543	0.7780507137
544	0.7751764399
545	0.7738231903
546	0.7719720302
547	0.769121186
548	0.7676434888
549	0.7656700305
550	0.7630625768
551	0.7612968653
552	0.7581017295
553	0.7565618419
554	0.7544088688
555	0.7523804736
556	0.7502125395
557	0.7487774343
558	0.7485872186
559	0.7460028464
560	0.7442279722
561	0.7420051795
562	0.7390082406
563	0.7368154297
564	0.7345662698
565	0.7334692908
566	0.7307846409
567	0.7282649399
568	0.7260909624
569	0.7241483652
570	0.7233952607
571	0.7208720315
572	0.7201576382
573	0.7175310512
574	0.7143123033
575	0.7123584834
576	0.709596288
577	0.708010042
578	0.7059655924
579	0.7036691284
580	0.7023568818
581	0.700563625
582	0.6980883474
583	0.6955707296
584	0.6933000628
585	0.6912839623
586	0.6908471157
587	0.6896666742
588	0.6876512916
589	0.6859214144
590	0.6838171576
591	0.6812177457
592	0.6795765751
593	0.6775060261
594	0.6757592471
595	0.6745077401
596	0.6732598424
597	0.6713511386
598	0.6697636546
599	0.66764673
600	0.666440704
601	0.6643774656
602	0.6632248015
603	0.6616994896
604	0.6606269447
605	0.659750143
606	0.6586838714
607	0.6569594204
608	0.6544386744
609	0.652970501
610	0.65203181
611	0.6502659459
612	0.6489817578
613	0.6467196207
614	0.6450395336
615	0.6431461599
616	0.6407775087
617	0.6389533605
618	0.6372772056
619	0.6360662326
620	0.634536073
621	0.6332488434
622	0.6328687787
623	0.6315456848
624	0.6303743497
625	0.628432409
626	0.6266774572
627	0.6254404371
628	0.6252423826
629	0.6244015329
630	0.6232150873
631	0.6217248072
632	0.620346149
633	0.6196608189
634	0.6186269761
635	0.6176987406
636	0.6161214484
637	0.6136198058
638	0.6123409684
639	0.6103673963
640	0.6086041825
641	0.6068721907
642	0.6059734853
643	0.6045887135
644	0.6020402447
645	0.6009399339
646	0.600064735
647	0.5984593635
648	0.5981372
649	0.5966301343
650	0.5951160379
651	0.5939150887
652	0.5930504107
653	0.5915836504
654	0.5902055433
655	0.5888381315
656	0.587739073
657	0.5867283024
658	0.5856082679
659	0.5839368452
660	0.5833960766
661	0.5822441699
662	0.5799389889
663	0.5785886487
664	0.5778037037
665	0.5770615572
666	0.5754962262
667	0.573254322
668	0.5715664541
669	0.570096365
670	0.569206803
671	0.5683467553
672	0.5672398237
673	0.565550643
674	0.5652004444
675	0.5639267367
676	0.5626486013
677	0.5625070062
678	0.5606233553
679	0.5591734854
680	0.5573110766
681	0.5561240017
682	0.5546262163
683	0.5538570992
684	0.5529196766
685	0.5511190181
686	0.5499445257
687	0.5491342232
688	0.5477506073
689	0.5463429982
690	0.5454114862
691	0.5437355523
692	0.541169425
693	0.5395510953
694	0.5379195642
695	0.5366559957
696	0.5358693427
697	0.5353043069
698	0.5345460943
699	0.5339861113
700	0.5335601575
701	0.5318359909
702	0.5305601404
703	0.5286796235
704	0.527656857
705	0.5261869068
706	0.5254470564
707	0.5246439087
708	0.5238789543
709	0.5228536393
710	0.5219070408
711	0.5200941161
712	0.5187344608
713	0.5171403277
714	0.5165305637
715	0.515745815
716	0.5135944055
717	0.5127842737
718	0.511624147
719	0.5105760913
720	0.5098944156
721	0.5091971253
722	0.5081880405
723	0.5068376154
724	0.505817809
725	0.5049512223
726	0.5044215729
727	0.5037388169
728	0.5025921659
729	0.5020141586
730	0.5007573628
731	0.4999607147
732	0.4990773497
733	0.497177663
734	0.4959694617
735	0.4948688446
736	0.4936022036
737	0.4925772813
738	0.4918861803
739	0.4897309556
740	0.4886914447
741	0.4874700739
742	0.486167538
743	0.4852580125
744	0.4849699786
745	0.4840120158
746	0.4826176382
747	0.4820153604
748	0.4812308873
749	0.4799511594
750	0.4788030559
751	0.4769262315
752	0.4759107556
753	0.4746253224
754	0.4732765899
755	0.4717007041
756	0.4704121081
757	0.4697920833
758	0.469536671
759	0.4685089422
760	0.4674227835
761	0.4664785156
762	0.4657709182
763	0.4639121111
764	0.4631178401
765	0.4619773369
766	0.4614064723
767	0.4608524493
768	0.4603274478
769	0.4590560348
770	0.458045933
771	0.4568329895
772	0.4560101415
773	0.4552757445
774	0.4534244067
775	0.4524254005
776	0.4511935794
777	0.4502106672
778	0.4489025331
779	0.4488409871
780	0.447450837
781	0.4464688028
782	0.4451035618
783	0.4442482187
784	0.4422991413
785	0.4413289853
786	0.4403085295
787	0.439000279
788	0.4382991068
789	0.4371148536
790	0.4355605171
791	0.4339530017
792	0.4332756307
793	0.4328599958
794	0.4320877835
795	0.4310941797
796	0.4304626945
797	0.4295447005
798	0.4287732353
799	0.4280413933
800	0.4275361609
801	0.426753868
802	0.4254472233
803	0.4242066028
804	0.4224603057
805	0.4214489922
806	0.4205761583
807	0.4195367751
808	0.4186826393
809	0.4181320139
810	0.417010279
811	0.4167220624
812	0.4156861342
813	0.4143804134
814	0.4123092654
815	0.4119045743
816	0.4108656816
817	0.4100029475
818	0.408908142
819	0.4076640308
820	0.4066637464
821	0.4063503543
822	0.4053681552
823	0.4039747668
824	0.4029629013
825	0.40207622
826	0.401638915
827	0.4007723993
828	0.4001681493
829	0.3989105399
830	0.3985251444
831	0.397541703
832	0.3966910374
833	0.3966073991
834	0.3957832991
835	0.394823998
836	0.3933125903
837	0.39288399
838	0.3917413399
839	0.3911502473
840	0.39006472
841	0.3893047771
842	0.3887666775
843	0.3879181301
844	0.386283895
845	0.386061805
846	0.3851094624
847	0.3842406468
848	0.3834635549
849	0.3826200882
850	0.3822682516
851	0.3815373733
852	0.3807114825
853	0.3796242928
854	0.3783421059
855	0.3779619111
856	0.377277751
857	0.3765723085
858	0.3757205133
859	0.374419
860	0.3735036622
861	0.3724842058
862	0.3714318366
863	0.3701622384
864	0.3693121842
865	0.3681703545
866	0.367399589
867	0.3665619189
868	0.3662903464
869	0.3656752443
870	0.3652650868
871	0.3650171608
872	0.3642058123
873	0.3630315141
874	0.3621531093
875	0.3610914077
876	0.3599933853
877	0.3587951776
878	0.3580662837
879	0.3574872414
880	0.3567702675
881	0.3563535745
882	0.3556903435
883	0.3551607553
884	0.3545791703
885	0.3540874897
886	0.3535553107
887	0.3526636239
888	0.3519047397
889	0.350735951
890	0.3504181308
891	0.3493430672
892	0.349031904
893	0.347929432
894	0.3472034961
895	0.3459746119
896	0.3452754885
897	0.34442073
898	0.3437896107
899	0.3428446239
900	0.3420980884
901	0.3413165528
902	0.3408081105
903	0.3404034407
904	0.3397857975
905	0.3389886388
906	0.3381424509
907	0.337628201
908	0.3368491337
909	0.3362714669
910	0.3351362421
911	0.3342365552
912	0.3337205608
913	0.3329977317
914	0.3319220255
915	0.3309282181
916	0.3306674146
917	0.3294634849
918	0.3284178131
919	0.3279599552
920	0.3276891726
921	0.326801531
922	0.3258564278
923	0.3248056726
924	0.3242190287
925	0.3233447657
926	0.3228718866
927	0.321891476
928	0.3213898313
929	0.3208150892
930	0.3202969041
931	0.3193422774
932	0.3185539623
933	0.3169999213
934	0.3162235107
935	0.3155303734
936	0.3145176606
937	0.3135903212
938	0.3129850157
939	0.3125360852
940	0.3114414401
941	0.3104509548
942	0.3099209594
943	0.3085149182
944	0.3079695726
945	0.3075607648
946	0.3066725264
947	0.3059853569
948	0.3057088421
949	0.3048361591
950	0.3043526359
951	0.3030712631
952	0.3023749899
953	0.3017426018
954	0.3009681503
955	0.3000003738
956	0.2995466257
957	0.2988603048
958	0.2981776242
959	0.2977594417
960	0.2969860519
961	0.2961009401
962	0.2953692643
963	0.2945746295
964	0.2939539059
965	0.2935650679
966	0.2926506972
967	0.2921322943
968	0.2913110956
969	0.2908723937
970	0.2900277576
971	0.2895476565
972	0.2888105268
973	0.2880325169
974	0.2880071444
975	0.2873067993
976	0.286454133
977	0.2863879175
978	0.285851492
979	0.2847008911
980	0.2843678969
981	0.2836322698
982	0.2831154322
983	0.2825143655
984	0.2816688996
985	0.2811314405
986	0.2808165861
987	0.2803529723
988	0.2796464685
989	0.2793123485
990	0.2787686443
991	0.2782713391
992	0.277765158
993	0.2770919196
994	0.2765922473
995	0.2760791112
996	0.275574214
997	0.2749383287
998	0.2744976895
999	0.2739857731
